mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,2.6624679565429696,5.470037460327148,5.289793014526367
mig,1.0,2.116680145263672,5.4709672927856445,7.915019989013672
