mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,0.0040531158447265625,0.000476837158203125,0.0026226043701171875
mig,1.0,0.00667572021484375,0.00667572021484375,0.002384185791015625
