mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,2.958536148071289,5.851631164550781,5.7984018325805655
mig,1.0,2.7549266815185547,6.316084861755371,8.257226943969727
