mode,load,0_efficientnet_b5-4,1_efficientnet_b7-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,63.40623556448724,308.5406320850737,1472.1981606665436,1472.1923037602753
