mode,load,0_efficientnet_b5-4,1_efficientnet_b7-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,40.990591049194336,98.25348854064941,15.728950500488281,15.445232391357422
