mode,load,0_efficientnet_b5-4,1_efficientnet_b7-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,76.70757770538327,107.22338914871216,31.421966552734375,31.240944862365723
