mode,load,0_efficientnet_b5-4,1_efficientnet_b7-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,0.007152557373046875,0.00762939453125,0.000476837158203125,0.000476837158203125
