mode,load,0_efficientnet_b5-4,1_efficientnet_b7-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,79.05912399291992,115.12565612792969,33.084869384765625,33.33759307861328
