mode,load,0_resnet152-32,1_densenet169-8,2_squeezenet1_0-16
mps-uncap,1.0,651.8395865605289,169.3421194649701,2118.200157265233
mig,1.0,558.0784716480069,408.17726959537936,1511.3648540940685
