mode,load,0_resnet152-32,1_densenet169-8,2_squeezenet1_0-16
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.002384185791015625
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
