mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,12.781267166137694,61.80561780929566,10.733842849731445
mig,1.0,8.824739456176758,89.76805210113525,3.8163375854492183
