mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,10.427665710449219,60.7813835144043,6.641149520874023
mig,1.0,8.418893814086914,87.48202323913574,3.4477710723876953
