mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,12.781062126159666,61.805458068847656,10.733413696289064
mig,1.0,8.824501037597656,89.76781368255615,3.8161277770996094
