mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,0.0040531158447265625,0.003814697265625,0.00667572021484375
mig,1.0,0.000476837158203125,0.000476837158203125,0.006198883056640625
