mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,7.719278335571289,59.57841873168945,4.948854446411133
mig,1.0,8.286237716674805,87.06808090209961,3.297567367553711
