mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,17.23313331604004,75.2573013305664,16.551971435546875
mig,1.0,14.939069747924805,91.77422523498535,9.946107864379883
