mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,5.711793899536133,39.00647163391113,1.8851757049560547
mig,1.0,7.922172546386719,86.3652229309082,3.1425952911376953
