mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,10.42790412902832,60.78145503997803,6.641149520874023
mig,1.0,8.419084548950195,87.48226165771484,3.448009490966797
