mode,load,0_vgg19-4,1_densenet201-32,2_squeezenet1_1-8
mps-uncap,1.0,7.7190399169921875,59.5782995223999,4.948616027832031
mig,1.0,8.285999298095703,87.06784248352051,3.2973289489746094
