mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,15.549421310424805,18.960237503051758,17.80390739440918
mps-uncap,0.9,16.06464385986328,19.428253173828125,18.533945083618164
mps-uncap,1.0,14.778852462768555,19.744873046875,18.939733505249023
mps-uncap,0.5,13.872861862182617,16.1893367767334,17.174959182739258
mps-uncap,0.6,13.785123825073242,16.452312469482422,16.79253578186035
mps-uncap,0.7,13.987064361572266,18.758773803710938,17.5168514251709
mps-uncap,0.1,12.233257293701172,14.171361923217773,13.960123062133789
mps-uncap,0.2,12.861490249633789,14.350175857543945,14.230966567993164
mps-uncap,0.3,12.865543365478516,14.896154403686523,14.804840087890625
mps-uncap,0.4,13.179779052734375,16.109943389892578,15.678167343139648
