mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,13.593597412109377,16.831493377685543,16.257600784301754
mps-uncap,0.9,13.928208351135256,17.296237945556644,16.789474487304688
mps-uncap,1.0,14.174253940582275,17.38957166671753,17.14156150817871
mps-uncap,0.5,12.47098922729492,15.401277542114258,14.854869842529299
mps-uncap,0.6,12.813730239868155,15.934333801269531,15.283865928649904
mps-uncap,0.7,13.13125371932984,16.522493362426754,16.477122306823734
mps-uncap,0.1,10.071868896484371,12.897789478302002,12.417721748352047
mps-uncap,0.2,10.292112827301025,13.99555444717407,12.819600105285645
mps-uncap,0.3,11.39781475067136,14.213142395019533,13.507413864135742
mps-uncap,0.4,11.589264869689943,14.659783840179443,14.203224182128904
