mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,12.171745300292967,16.172075271606445,15.268325805664062
mps-uncap,0.9,12.924337387084963,16.7142391204834,15.933465957641602
mps-uncap,1.0,13.37590217590332,16.93582534790039,16.23663902282715
mps-uncap,0.5,9.65580940246582,13.952970504760746,12.728881835937498
mps-uncap,0.6,10.361337661743171,14.617967605590822,13.359069824218752
mps-uncap,0.7,11.23144626617432,15.620660781860352,15.006875991821289
mps-uncap,0.1,2.50844955444336,11.841893196105957,3.7135124206542995
mps-uncap,0.2,4.3381452560424805,12.4969482421875,8.51869583129883
mps-uncap,0.3,7.995843887329102,12.80827522277832,10.966444015502931
mps-uncap,0.4,8.62252712249756,13.224530220031738,11.835145950317386
