mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,18.971204757690426,46.508789062499986,23.46892356872558
mps-uncap,0.9,60.83455085754397,157.49206542968756,54.61888313293456
mps-uncap,1.0,924.9960422515868,627.9729604721072,235.0632190704346
mps-uncap,0.5,2.096128463745119,12.200546264648445,4.803180694580078
mps-uncap,0.6,5.485868453979492,17.34261512756348,8.37223529815674
mps-uncap,0.7,9.778356552124029,36.29474639892578,17.221641540527347
mps-uncap,0.1,0.06890296936035156,0.07081031799316406,0.07081031799316406
mps-uncap,0.2,0.06783008575439453,1.1584997177124037,0.06761550903320312
mps-uncap,0.3,0.06878376007080078,7.171392440795899,0.072479248046875
mps-uncap,0.4,1.2609243392944387,10.054945945739746,1.977443695068362
