mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,1.9588470458984375,10.770320892333984,3.345012664794922
mps-uncap,0.9,1.9681453704833984,10.835647583007812,3.3578872680664062
mps-uncap,1.0,1.974344253540039,11.046648025512695,3.715038299560547
mps-uncap,0.5,1.9602775573730469,10.721206665039062,3.303050994873047
mps-uncap,0.6,1.9609928131103516,10.71786880493164,3.3159255981445312
mps-uncap,0.7,1.9481182098388672,10.764598846435547,3.301858901977539
mps-uncap,0.1,1.9404888153076172,10.726690292358398,3.336668014526367
mps-uncap,0.2,1.9414424896240234,10.677576065063477,3.3235549926757812
mps-uncap,0.3,1.9459724426269531,10.689496994018555,3.314495086669922
mps-uncap,0.4,1.941680908203125,10.721206665039062,3.3173561096191406
