mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,87.82172203063965,143.19944381713867,101.40824317932129
mps-uncap,0.9,194.0324306488037,375.58984756469727,169.7838306427002
mps-uncap,1.0,1106.3997745513916,890.1863098144531,525.1374244689941
mps-uncap,0.5,22.51267433166504,62.48140335083008,49.887657165527344
mps-uncap,0.6,47.17206954956055,77.0108699798584,47.17230796813965
mps-uncap,0.7,55.934906005859375,198.4705924987793,99.44891929626465
mps-uncap,0.1,1.8284320831298828,10.06770133972168,3.1440258026123047
mps-uncap,0.2,8.182764053344727,24.322986602783203,10.63990592956543
mps-uncap,0.3,17.46678352355957,37.77885437011719,12.603044509887695
mps-uncap,0.4,21.74091339111328,37.35971450805664,32.41753578186035
