mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,1.9373893737792969,10.73145866394043,3.308534622192383
mps-uncap,0.9,1.9478797912597656,10.814905166625977,3.3080577850341797
mps-uncap,1.0,1.9638538360595703,11.022329330444336,3.4258365631103516
mps-uncap,0.5,1.9359588623046875,10.699987411499023,3.2892227172851562
mps-uncap,0.6,1.9462108612060547,10.692119598388672,3.294706344604492
mps-uncap,0.7,1.934051513671875,10.703802108764648,3.289461135864258
mps-uncap,0.1,1.928091049194336,10.680437088012695,3.316640853881836
mps-uncap,0.2,1.93023681640625,10.665655136108398,3.2851696014404297
mps-uncap,0.3,1.924276351928711,10.671138763427734,3.288745880126953
mps-uncap,0.4,1.920938491821289,10.690450668334961,3.30352783203125
