mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,139.53034499397228,772.8369009841988,194.506500602212
mps-uncap,0.9,162.02431296985347,916.7467977194669,222.13676561369124
mps-uncap,1.0,179.19523666525956,975.6339530748221,250.51512914211472
mps-uncap,0.5,85.73667762975488,495.1934436165665,125.62114632874592
mps-uncap,0.6,102.95263168700308,567.0364254352753,149.97278698878742
mps-uncap,0.7,119.99759497391867,703.1004846241548,175.25304990587443
mps-uncap,0.1,17.606808812657743,101.15381298364106,25.184825401777623
mps-uncap,0.2,33.61546812313628,183.56123968927596,48.16204592441497
mps-uncap,0.3,50.67166738897395,296.36217045428566,73.52491660936784
mps-uncap,0.4,70.86033070099596,391.13145078223727,99.20132022104679
