mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,63.603239059448256,113.0321884155272,67.94575691223143
mps-uncap,0.9,150.50181865692144,295.3592681884767,140.77158927917517
mps-uncap,1.0,1056.082956790924,831.5095281600953,504.3162536621093
mps-uncap,0.5,19.273977279663086,42.46951580047607,28.20601463317873
mps-uncap,0.6,24.477272033691403,54.106388092041016,39.739029407501235
mps-uncap,0.7,34.675467014312744,166.62917137145982,72.77589321136476
mps-uncap,0.1,10.133161544799803,18.687641620635993,12.483844757080075
mps-uncap,0.2,10.373711585998535,21.63520097732544,13.637399673461907
mps-uncap,0.3,12.72169351577758,31.34449005126953,14.7258186340332
mps-uncap,0.4,15.07108688354494,35.00252485275268,21.64855957031249
