mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,0.058650970458984375,9.356498718261719,0.054836273193359375
mps-uncap,0.9,9.735345840454102,34.79313850402832,9.637594223022461
mps-uncap,1.0,751.227617263794,283.099889755249,69.69928741455078
mps-uncap,0.5,0.04553794860839844,0.04792213439941406,0.04696846008300781
mps-uncap,0.6,0.04506111145019531,0.05745887756347656,0.047206878662109375
mps-uncap,0.7,0.04410743713378906,5.214452743530273,0.04744529724121094
mps-uncap,0.1,0.05745887756347656,0.06008148193359375,0.0591278076171875
mps-uncap,0.2,0.05173683166503906,0.05626678466796875,0.05316734313964844
mps-uncap,0.3,0.04792213439941406,0.05316734313964844,0.05269050598144531
mps-uncap,0.4,0.04863739013671875,0.05221366882324219,0.051021575927734375
