mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,10.160207748413086,23.252010345458984,13.240575790405273
mps-uncap,0.9,19.691944122314453,50.12679100036621,22.49431610107422
mps-uncap,1.0,762.6618146896362,299.20995235443115,84.91683006286621
mps-uncap,0.5,2.9892921447753906,12.853384017944336,4.850149154663086
mps-uncap,0.6,4.172086715698242,14.08696174621582,6.667494773864746
mps-uncap,0.7,7.405400276184082,18.750667572021484,11.088132858276367
mps-uncap,0.1,2.276182174682617,10.843276977539062,3.571033477783203
mps-uncap,0.2,2.261042594909668,10.848641395568848,3.56292724609375
mps-uncap,0.3,2.265810966491699,11.597037315368652,3.578066825866699
mps-uncap,0.4,2.3255348205566406,12.076735496520996,3.713846206665039
