mode,load,0_vgg16-2,1_vgg19-16,2_vgg19-4
mps-uncap,0.8,7.880687713623047,13.994932174682617,11.48080825805664
mps-uncap,0.9,9.861469268798828,15.534639358520508,14.080286026000977
mps-uncap,1.0,11.208772659301758,16.44110679626465,15.218734741210938
mps-uncap,0.5,2.287149429321289,11.947393417358398,3.750324249267578
mps-uncap,0.6,3.159046173095703,12.497901916503906,4.665970802307129
mps-uncap,0.7,5.369305610656738,13.057470321655273,8.770942687988281
mps-uncap,0.1,2.2144317626953125,10.777115821838379,3.5076141357421875
mps-uncap,0.2,2.1903514862060547,10.776042938232422,3.490924835205078
mps-uncap,0.3,2.1904706954956055,10.909557342529297,3.4950971603393555
mps-uncap,0.4,2.2155046463012695,11.518120765686035,3.5545825958251953
