mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,1.8856525421142578,21.970272064208984,9.047150611877441
mps-uncap,0.9,2.1286487579345703,23.26817512512207,9.079885482788086
mps-uncap,1.0,2.304768562316895,24.09820556640625,9.3170166015625
mps-uncap,0.5,1.676797866821289,18.830108642578125,8.136510848999023
mps-uncap,0.6,1.779794692993164,18.591594696044922,8.403730392456055
mps-uncap,0.7,1.837015151977539,19.241809844970703,8.742761611938477
mps-uncap,0.1,1.2750625610351562,25.024890899658203,7.236456871032715
mps-uncap,0.2,1.3286113739013672,25.00269412994385,7.590293884277344
mps-uncap,0.3,1.4588356018066408,23.91064167022705,7.621598243713379
mps-uncap,0.4,1.5483856201171875,19.356298446655273,8.025383949279785
