mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,8.086493015289305,98.69384765625,106.87031030654909
mps-uncap,0.9,17.209186553955085,231.20904922485357,102.91559219360353
mps-uncap,1.0,99.14357662200938,762.9386425018315,907.9268550872804
mps-uncap,0.5,4.532172679901123,40.809168815612686,27.293372154235836
mps-uncap,0.6,5.398445129394531,51.732320785522475,35.15343666076655
mps-uncap,0.7,7.372808456420892,58.267831802368136,42.93917894363399
mps-uncap,0.1,2.1800994873046866,41.60032272338867,12.209787368774416
mps-uncap,0.2,2.8159832954406734,42.841064929962144,14.67132568359375
mps-uncap,0.3,3.2872629165649414,42.65806913375855,17.93938159942627
mps-uncap,0.4,3.7973499298095703,37.8431034088135,22.510147094726562
