mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,6.573159694671629,77.30460166931152,97.99056053161628
mps-uncap,0.9,15.561885833740261,210.85571289062509,94.16157245635993
mps-uncap,1.0,97.5383973121643,739.5964145660406,898.6047363281252
mps-uncap,0.5,3.205716609954842,26.845958232879568,19.54174280166622
mps-uncap,0.6,4.050974845886231,35.81952095031739,27.159442901611314
mps-uncap,0.7,5.977296829223631,43.456268310546875,34.61819410324093
mps-uncap,0.1,1.039648056030273,20.195107460021966,5.730171203613288
mps-uncap,0.2,1.5552830696105948,22.651531696319577,7.477283477783203
mps-uncap,0.3,1.9634103775024434,27.243239879608165,10.781140327453612
mps-uncap,0.4,2.422094345092772,23.79947662353521,15.04678964614868
