mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,4.2574167251586905,53.57170104980469,40.67387580871586
mps-uncap,0.9,9.241056442260742,109.67140197753913,64.42518234252934
mps-uncap,1.0,76.87342166900635,496.6922283172608,750.549602508545
mps-uncap,0.5,2.604126930236817,28.15937995910644,15.54217338562012
mps-uncap,0.6,3.0947446823120117,31.203079223632812,19.955825805664062
mps-uncap,0.7,3.824472427368164,34.34586524963379,24.72872734069825
mps-uncap,0.1,1.387953758239746,25.246906280517578,7.530355453491211
mps-uncap,0.2,1.741456985473633,26.439499855041515,9.312868118286133
mps-uncap,0.3,1.976442337036133,26.95584297180176,11.600542068481449
mps-uncap,0.4,2.1909236907958984,27.379703521728516,13.88850212097168
