mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,0.6659030914306641,9.780168533325195,6.44373893737793
mps-uncap,0.9,0.6709098815917969,9.876489639282227,6.439685821533203
mps-uncap,1.0,0.6718635559082031,10.024070739746094,6.93821907043457
mps-uncap,0.5,0.6670951843261719,10.037422180175781,6.383180618286133
mps-uncap,0.6,0.6668567657470703,9.732246398925781,6.389379501342773
mps-uncap,0.7,0.6673336029052734,9.903669357299805,6.386756896972656
mps-uncap,0.1,0.67138671875,10.249137878417969,6.406545639038086
mps-uncap,0.2,0.67138671875,10.137557983398438,6.4182281494140625
mps-uncap,0.3,0.67138671875,9.77182388305664,6.390571594238281
mps-uncap,0.4,0.6716251373291016,9.686946868896484,6.430149078369141
