mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,2.8970718383789054,35.155534744262695,32.32047557830811
mps-uncap,0.9,7.7262401580810565,89.71066474914554,55.9243679046631
mps-uncap,1.0,75.36573410034181,476.79638862609914,741.5945053100587
mps-uncap,0.5,1.285099983215332,13.339018821716301,7.987427711486817
mps-uncap,0.6,1.7217636108398433,16.160917282104496,12.337779998779297
mps-uncap,0.7,2.4569034576416016,19.829273223876953,16.77973270416261
mps-uncap,0.1,0.05626678466796875,0.06504058837890625,0.06396770477294923
mps-uncap,0.2,0.3398180007934571,10.086703300476083,2.466440200805664
mps-uncap,0.3,0.7366657257080094,10.613918304443366,4.471611976623544
mps-uncap,0.4,0.9591579437255859,11.774873733520504,6.516671180725097
