mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,0.40733814239501953,5.436420440673828,6.438136100769043
mps-uncap,0.9,1.4951229095458984,16.834735870361328,13.450384140014648
mps-uncap,1.0,13.35287094116211,203.48858833312988,120.87750434875488
mps-uncap,0.5,0.04029273986816406,0.04935264587402344,0.046253204345703125
mps-uncap,0.6,0.040531158447265625,0.051975250244140625,0.0591278076171875
mps-uncap,0.7,0.10633468627929688,0.06031990051269531,2.9033422470092773
mps-uncap,0.1,0.043392181396484375,0.05936622619628906,0.05507469177246094
mps-uncap,0.2,0.0438690185546875,0.0591278076171875,0.051021575927734375
mps-uncap,0.3,0.04124641418457031,0.05507469177246094,0.049591064453125
mps-uncap,0.4,0.04076957702636719,0.05364418029785156,0.04947185516357422
