mode,load,0_alexnet-4,1_densenet169-4,2_resnet50-16
mps-uncap,0.8,2.999544143676758,24.495363235473633,11.399984359741211
mps-uncap,0.9,3.231525421142578,24.819374084472656,9.700298309326172
mps-uncap,1.0,3.348112106323242,25.023698806762695,9.817361831665039
mps-uncap,0.5,2.9799938201904297,27.335166931152344,9.822607040405273
mps-uncap,0.6,3.275156021118164,22.540569305419922,9.859561920166016
mps-uncap,0.7,3.200531005859375,22.0034122467041,10.396718978881836
mps-uncap,0.1,2.4802684783935547,26.524782180786133,8.558511734008789
mps-uncap,0.2,2.631664276123047,27.286529541015625,9.299993515014648
mps-uncap,0.3,2.993345260620117,29.065847396850586,8.72945785522461
mps-uncap,0.4,2.9408931732177734,26.434898376464844,9.189367294311523
