mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,13.240814208984375,1.7235279083251953,1.6987323760986328
mig,0.6,25.464296340942383,1.6880035400390625,2.654552459716797
mps-uncap,0.7,13.454198837280273,1.7154216766357422,1.6965866088867188
mig,0.7,25.469541549682617,1.7001628875732422,2.661466598510742
mps-uncap,0.8,13.494253158569336,1.7218589782714844,1.6846656799316406
mig,0.8,25.464534759521484,1.712799072265625,2.6590824127197266
mps-uncap,0.9,13.107776641845703,1.7199516296386719,1.7139911651611328
mig,0.9,25.529861450195312,1.6825199127197266,2.6633739471435547
mps-uncap,1.0,13.687849044799805,1.7032623291015625,1.6951560974121094
mig,1.0,25.732755661010742,1.6994476318359375,2.6912689208984375
mps-uncap,1.1,14.914512634277344,1.6818046569824219,1.6851425170898438
mig,1.1,25.45452117919922,1.7235279083251953,2.658843994140625
mps-uncap,1.2,15.299081802368164,1.6853809356689453,1.7199516296386719
mig,1.2,25.75969696044922,1.7199516296386719,2.695322036743164
mps-uncap,1.3,14.769792556762695,1.6939640045166016,1.7354488372802734
mig,1.3,25.652647018432617,1.6858577728271484,2.680063247680664
