mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,0.0133514404296875,0.011444091796875,0.010967254638671875
mig,0.6,0.013589859008789062,0.010728836059570312,0.011444091796875
mps-uncap,0.7,0.011682510375976562,0.011444091796875,0.011205673217773438
mig,0.7,0.013828277587890625,0.010967254638671875,0.011205673217773438
mps-uncap,0.8,0.013589859008789062,0.013828277587890625,0.011205673217773438
mig,0.8,0.013828277587890625,0.010967254638671875,0.011205673217773438
mps-uncap,0.9,0.01430511474609375,0.012874603271484375,0.011444091796875
mig,0.9,0.013828277587890625,0.010728836059570312,0.011444091796875
mps-uncap,1.0,0.013589859008789062,0.0133514404296875,0.0133514404296875
mig,1.0,0.014066696166992188,0.010967254638671875,0.010967254638671875
mps-uncap,1.1,0.014066696166992188,0.013828277587890625,0.013828277587890625
mig,1.1,0.016927719116210938,0.013828277587890625,0.0133514404296875
mps-uncap,1.2,0.013828277587890625,0.014543533325195312,0.014781951904296875
mig,1.2,0.022172927856445312,0.013828277587890625,0.013589859008789062
mps-uncap,1.3,0.013589859008789062,0.013589859008789062,0.0133514404296875
mig,1.3,0.017642974853515625,0.013589859008789062,0.013113021850585938
