mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,15.81094264984131,28.215193748474125,8.217954635620123
mig,0.6,63.41361999511719,3.5229206085205087,5.639600753784178
mps-uncap,0.7,17.078733444213857,133.4902286529541,17.77195930480957
mig,0.7,96.53549194335946,4.8781871795654315,9.14134979248047
mps-uncap,0.8,19.90642547607426,11134.249019622803,34.826278686523445
mig,0.8,236.4999771118165,8.996486663818375,12.587451934814455
mps-uncap,0.9,23.93949031829834,20954.6884059906,72.41168022155767
mig,0.9,572.6964473724365,14.343953132629402,24.570775032043457
mps-uncap,1.0,32.17086791992189,30707.323670387268,3402.600860595703
mig,1.0,680.474066734314,43.41046810150146,84.66339111328125
mps-uncap,1.1,41.81413650512695,36336.188530921936,10959.543561935425
mig,1.1,7042.700481414795,6946.163558959961,6314.27607536316
mps-uncap,1.2,59.412717819213846,45026.68771743775,21477.57353782654
mig,1.2,16922.415256500244,11817.566442489624,10024.812912940979
mps-uncap,1.3,71.2440013885498,49853.752183914185,31304.5578956604
mig,1.3,17066.38193130493,16280.366396903994,16255.85126876831
