mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,0.019311904907226562,4.196643829345703,0.6349086761474609
mig,0.6,12.042641639709473,0.6341934204101562,0.9348392486572266
mps-uncap,0.7,0.019073486328125,43.8610315322876,2.027750015258789
mig,0.7,22.257566452026367,1.1936426162719727,2.0269155502319336
mps-uncap,0.8,0.020265579223632812,6671.367883682251,5.933046340942383
mig,0.8,44.683218002319336,2.278566360473633,3.1311511993408203
mps-uncap,0.9,1.044154167175293,11683.34436416626,18.459558486938477
mig,0.9,123.25572967529297,3.7921667098999023,7.494211196899414
mps-uncap,1.0,6.380438804626465,17354.7705411911,2181.7381381988525
mig,1.0,270.5765962600708,15.635967254638672,25.740385055541992
mps-uncap,1.1,7.508754730224609,19892.41373538971,5711.995959281921
mig,1.1,4911.2184047698975,3809.605360031128,3260.120391845703
mps-uncap,1.2,14.119625091552734,24781.874179840088,11650.174856185913
mig,1.2,9227.960705757141,6500.844955444336,5485.732316970825
mps-uncap,1.3,17.66490936279297,27552.554607391357,17229.113936424255
mig,1.3,9126.029968261719,8909.196496009827,8857.42712020874
