mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,13.261556625366211,1.7545223236083984,1.7235279083251953
mig,0.6,25.509357452392578,1.7194747924804688,2.6803016662597656
mps-uncap,0.7,13.471364974975586,1.7528533935546875,1.7249584197998047
mig,0.7,25.62999725341797,1.7306804656982422,2.6793479919433594
mps-uncap,0.8,13.512372970581055,1.7707347869873047,1.7156600952148438
mig,0.8,25.59685707092285,1.7435550689697266,2.678394317626953
mps-uncap,0.9,13.913631439208984,1.7900466918945312,1.7502307891845703
mig,0.9,25.87151527404785,1.7099380493164062,2.688884735107422
mps-uncap,1.0,14.394760131835938,1.7964839935302734,1.7271041870117188
mig,1.0,25.826215744018555,1.7337799072265625,2.714395523071289
mps-uncap,1.1,14.933586120605469,1.7614364624023438,1.7745494842529297
mig,1.1,26.143550872802734,1.7852783203125,2.7322769165039062
mps-uncap,1.2,15.575885772705078,1.7893314361572266,1.8000602722167969
mig,1.2,26.134490966796875,1.7731189727783203,2.730131149291992
mps-uncap,1.3,14.797210693359375,1.819610595703125,1.8308162689208984
mig,1.3,26.207685470581055,1.7502307891845703,2.7298927307128906
