mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,40.60090780258175,68.86608839035036,20.33396720886231
mig,0.6,127.50256061553955,8.002142906188965,11.163320541381871
mps-uncap,0.7,39.63139533996579,238.69075775146496,48.384904861450195
mig,0.7,185.42737960815376,10.688848495483406,19.881911277770996
mps-uncap,0.8,46.999945640563986,12340.387897491455,91.67451143264773
mig,0.8,659.6767520904536,17.071537971496582,27.743744850158677
mps-uncap,0.9,46.581888198852425,22575.16335487366,180.4988193511962
mig,0.9,722.2323608398425,25.693500041961705,46.781961917877005
mps-uncap,1.0,62.3187971115112,33660.43979406357,3842.411346435547
mig,1.0,888.991117477417,62.52603769302369,116.01421833038333
mps-uncap,1.1,111.81804895401014,40362.479143142686,12581.173858642576
mig,1.1,7983.193855285644,7583.704118728638,7052.538375854491
mps-uncap,1.2,128.1009101867676,50010.48842430115,23822.878212928772
mig,1.2,18606.04215860367,12900.144000053408,10828.09589147568
mps-uncap,1.3,217.7332234382631,54555.669860839844,34175.84493160248
mig,1.3,19309.10587310791,17997.083799839023,17970.204219818115
