mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,20.164110660552975,7.914600372314454,7.8498172760009775
mig,0.6,30.03460168838501,2.4968194961547847,3.9632320404052734
mps-uncap,0.7,18.968019485473633,8.372924327850345,8.75997543334961
mig,0.7,29.817619323730465,2.3923826217651376,3.944728374481201
mps-uncap,0.8,18.86446475982666,8.224475383758547,8.871302604675293
mig,0.8,29.763317108154297,2.2818756103515634,3.8120484352111763
mps-uncap,0.9,18.403756618499756,8.247175216674805,8.822474479675293
mig,0.9,29.392218589782715,2.070903778076172,3.55760097503662
mps-uncap,1.0,16.642632484436035,8.294243812561035,8.863277435302734
mig,1.0,29.427592754364014,1.9810461997985842,3.1725645065307617
mps-uncap,1.1,16.685667037963867,8.589019775390623,8.815691471099854
mig,1.1,29.377803802490234,1.9774436950683594,3.183412551879882
mps-uncap,1.2,18.791170120239258,8.600416183471678,8.092541694641113
mig,1.2,29.40647602081299,1.9764757156372075,3.191232681274414
mps-uncap,1.3,16.79086685180664,8.639116287231445,8.923273086547848
mig,1.3,29.80363368988037,2.179729938507081,3.73410701751709
