mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,18.465733528137207,4.15618419647217,4.338359832763673
mig,0.6,28.95951271057129,1.9903182983398438,3.158283233642578
mps-uncap,0.7,17.504215240478516,4.242897033691406,5.156755447387695
mig,0.7,28.71522903442383,1.9540786743164062,3.051447868347169
mps-uncap,0.8,16.431665420532227,4.47390079498291,5.909538269042976
mig,0.8,28.420066833496094,1.9164085388183594,2.9141664505004887
mps-uncap,0.9,15.884876251220703,4.722309112548828,6.657171249389651
mig,0.9,26.794004440307617,1.8346309661865234,2.859258651733398
mps-uncap,1.0,15.861129760742186,7.141256332397459,7.70149230957031
mig,1.0,26.679635047912598,1.8303394317626953,2.8564929962158203
mps-uncap,1.1,15.893220901489258,7.413601875305176,7.74376392364502
mig,1.1,26.76529884338379,1.8590450286865239,2.8657913208007812
mps-uncap,1.2,16.65329933166504,7.514095306396486,7.0549964904785165
mig,1.2,26.73017978668213,1.8520355224609375,2.8650760650634766
mps-uncap,1.3,15.976214408874513,7.946634292602541,8.183264732360842
mig,1.3,28.120040893554688,1.8239021301269531,2.8876781463623047
