mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,27.341365814208984,12.029647827148438,10.102033615112305
mig,0.6,31.392335891723633,13.223886489868164,16.285419464111328
mps-uncap,0.7,20.428895950317383,10.602712631225586,15.311717987060547
mig,0.7,30.79700469970703,3.445863723754883,5.322456359863281
mps-uncap,0.8,24.645328521728516,13.63825798034668,17.439603805541992
mig,0.8,32.750844955444336,6.347417831420898,11.701107025146484
mps-uncap,0.9,24.165630340576172,18.680810928344727,18.399953842163086
mig,0.9,31.48961067199707,10.793685913085938,9.092092514038086
mps-uncap,1.0,24.18041229248047,21.634817123413086,18.602371215820312
mig,1.0,37.101030349731445,13.837575912475586,15.805959701538086
mps-uncap,1.1,17.750024795532227,26.856660842895508,15.14744758605957
mig,1.1,31.37660026550293,8.603572845458984,10.782241821289062
mps-uncap,1.2,28.34486961364746,20.969390869140625,15.241861343383789
mig,1.2,34.708499908447266,10.747432708740234,11.52348518371582
mps-uncap,1.3,18.934249877929688,27.014970779418945,17.96555519104004
mig,1.3,35.642385482788086,15.366077423095703,10.065555572509766
