mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,0.6,57.367649078369084,71.4558792114258,24.157428741455078
mig,0.6,154.25097942352295,9.813697338104248,14.03389930725098
mps-uncap,0.7,55.43113708496092,241.1414766311648,51.91755294799805
mig,0.7,211.53485298156684,12.518370151519784,22.73876905441284
mps-uncap,0.8,62.61219501495364,12343.824954032898,95.09163379669215
mig,0.8,686.8060016632079,18.899145126342777,30.48559427261352
mps-uncap,0.9,62.27326393127433,22576.959238052368,183.81040573120106
mig,0.9,750.5580902099601,27.418198585510314,49.559545516967745
mps-uncap,1.0,78.11327934265134,33662.75927066803,3845.655736923218
mig,1.0,915.3626251220703,64.29030179977417,118.73791217803956
mps-uncap,1.1,127.64250516891492,40366.328837871544,12584.221136569977
mig,1.1,8009.593267440796,7585.528860092163,7055.295715332031
mps-uncap,1.2,144.71556186676025,50012.21828460693,23825.099499225616
mig,1.2,18632.22163915634,12901.924910545351,10830.878267288208
mps-uncap,1.3,233.5906362533571,54557.38862037659,34178.1716966629
mig,1.3,19336.506962776184,17998.840882778168,17973.096470832825
