mode,load,0_resnet18-32,1_vgg11-16,2_vgg16-8
mps-uncap,0.8,12.87388801574707,10.801315307617188,12.734413146972656
mps-uncap,0.9,18.834590911865234,15.610218048095703,17.28034019470215
mps-uncap,1.0,134.89234447479248,49.50833320617676,75.87087154388428
mps-uncap,0.5,6.625175476074219,7.134675979614258,7.425069808959961
mps-uncap,0.6,8.402228355407715,7.956981658935547,8.949995040893555
mps-uncap,0.7,9.896516799926758,8.853673934936523,10.252237319946289
mps-uncap,0.1,4.286646842956543,5.553007125854492,5.385398864746094
mps-uncap,0.2,4.281759262084961,5.543708801269531,5.367040634155273
mps-uncap,0.3,4.298925399780273,5.538344383239746,5.418300628662109
mps-uncap,0.4,4.802465438842773,5.78618049621582,5.9356689453125
