mode,load,0_resnet18-32,1_vgg11-16,2_vgg16-8
mps-uncap,0.8,0.010728836059570312,0.009775161743164062,0.010251998901367188
mps-uncap,0.9,0.010967254638671875,0.008821487426757812,0.010251998901367188
mps-uncap,1.0,0.010728836059570312,0.011205673217773438,0.010728836059570312
mps-uncap,0.5,0.011682510375976562,0.010728836059570312,0.011205673217773438
mps-uncap,0.6,0.011205673217773438,0.010967254638671875,0.010728836059570312
mps-uncap,0.7,0.010728836059570312,0.009059906005859375,0.009775161743164062
mps-uncap,0.1,0.019311904907226562,0.0171661376953125,0.012636184692382812
mps-uncap,0.2,0.012159347534179688,0.011205673217773438,0.010728836059570312
mps-uncap,0.3,0.014066696166992188,0.013113021850585938,0.01049041748046875
mps-uncap,0.4,0.011920928955078125,0.010967254638671875,0.011920928955078125
