mode,load,0_resnet18-32,1_vgg11-16,2_vgg16-8
mps-uncap,0.8,4.172563552856445,5.404472351074219,5.211830139160156
mps-uncap,0.9,4.167795181274414,5.416631698608398,5.222797393798828
mps-uncap,1.0,4.188299179077148,5.454063415527344,5.268096923828125
mps-uncap,0.5,4.125118255615234,5.418062210083008,5.196094512939453
mps-uncap,0.6,4.163503646850586,5.391120910644531,5.172252655029297
mps-uncap,0.7,4.185676574707031,5.388498306274414,5.200386047363281
mps-uncap,0.1,4.17637825012207,5.417346954345703,5.152702331542969
mps-uncap,0.2,4.143238067626953,5.398273468017578,5.156278610229492
mps-uncap,0.3,4.149675369262695,5.372762680053711,5.168914794921875
mps-uncap,0.4,4.170656204223633,5.389690399169922,5.178928375244141
