mode,load,0_resnet101-8,1_densenet161-4,2_resnet101-8
mps-uncap,1.0,0.0054836273193359375,0.0007152557373046875,0.0045299530029296875
mig,1.0,0.000476837158203125,0.006198883056640625,0.000476837158203125
