mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,30.363798141479492,4.850864410400391,4.158973693847656
mig,0.6,60.75692176818848,7.860898971557617,4.050493240356445
mps-uncap,0.7,30.467987060546875,4.843473434448242,4.021883010864258
mig,0.7,60.83226203918457,7.866859436035156,4.052162170410156
mps-uncap,0.8,30.98297119140625,4.93621826171875,4.067659378051758
mig,0.8,61.032772064208984,7.872819900512695,4.037618637084961
mps-uncap,0.9,32.7150821685791,4.872322082519531,4.189252853393555
mig,0.9,61.04302406311035,7.870674133300781,4.031181335449219
mps-uncap,1.0,33.186912536621094,4.881858825683594,6.934642791748047
mig,1.0,61.104774475097656,8.057832717895508,4.155874252319336
mps-uncap,1.1,35.027503967285156,7.579565048217773,8.730173110961914
mig,1.1,61.240434646606445,8.03995132446289,4.256725311279297
mps-uncap,1.2,33.5695743560791,7.241964340209961,5.04302978515625
mig,1.2,61.116695404052734,8.403301239013672,4.285573959350586
mps-uncap,1.3,38.24949264526367,4.99272346496582,6.273746490478516
mig,1.3,61.95640563964844,8.04758071899414,4.197835922241211
