mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,38.62466812133789,14.106965065002436,21.230030059814457
mig,0.6,131.19640350341794,19.05863285064697,8.57625007629395
mps-uncap,0.7,39.31422233581545,25.339603424072276,120.44649124145509
mig,0.7,167.45898723602295,25.995659828186028,13.193655014038093
mps-uncap,0.8,50.772881507873535,33.45017433166504,311.79356575012207
mig,0.8,342.4168348312377,34.169673919677734,17.853736877441406
mps-uncap,0.9,63.973951339721665,41.69034957885742,15638.76485824585
mig,0.9,944.2001819610593,121.4493274688721,36.48710250854492
mps-uncap,1.0,87.98089027404787,127.64527797698975,26846.417856216434
mig,1.0,2132.736372947693,1925.7316589355469,466.46037101745605
mps-uncap,1.1,93.2373762130737,5958.917856216431,33081.02922439575
mig,1.1,6459.889507293702,6297.0447063446045,5606.426286697387
mps-uncap,1.2,146.6059684753418,14853.77550125122,39039.181327819824
mig,1.2,15509.994983673096,14057.312369346619,13712.871265411379
mps-uncap,1.3,242.92659759521484,18160.752010345466,43333.87997150421
mig,1.3,17719.132137298584,17896.534967422485,17794.042539596558
