mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,169.93060111999512,40.74172496795651,61.337115764617934
mig,0.6,287.4537467956544,47.34227895736694,22.07204341888429
mps-uncap,0.7,126.59051895141604,65.36140441894536,226.17613792419414
mig,0.7,331.1822772026062,64.07541275024415,29.939393997192386
mps-uncap,0.8,139.04867649078363,80.75031757354736,540.2438163757331
mig,0.8,634.0658831596371,75.38635730743407,35.49386262893677
mps-uncap,0.9,157.87738800048814,91.44668579101568,17096.943080425262
mig,0.9,1473.9946603775013,231.62642478942874,70.29156684875488
mps-uncap,1.0,214.86183166503915,277.95573949813837,29132.744865417484
mig,1.0,2703.7243461608878,2238.274478912354,531.5060997009277
mps-uncap,1.1,214.44543838500988,6677.8396010398865,36414.68110084534
mig,1.1,7296.8610763549805,7350.76592206955,6321.731004714966
mps-uncap,1.2,433.59971046447754,16861.199378967285,43635.668230056755
mig,1.2,16676.17220878601,15506.315231323242,15091.264457702635
mps-uncap,1.3,419.4460153579712,19842.892303466797,47801.05150222778
mig,1.3,19544.72441196441,20038.501358032227,20048.940382003784
