mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,40.14143943786621,10.929751396179197,6.82675838470459
mig,0.6,64.05425071716309,9.514760971069334,4.507780075073242
mps-uncap,0.7,37.884092330932624,11.959695816040043,8.06131362915039
mig,0.7,63.578057289123535,9.315991401672363,4.349946975708008
mps-uncap,0.8,40.302371978759766,12.16707229614258,7.485628128051758
mig,0.8,63.435912132263184,9.038805961608887,4.297733306884766
mps-uncap,0.9,40.45305252075195,11.64555549621582,9.33384895324707
mig,0.9,63.089776039123535,8.7235689163208,4.2476654052734375
mps-uncap,1.0,40.595293045043945,11.705780029296873,10.07213592529297
mig,1.0,62.45312690734863,8.722066879272461,4.280567169189453
mps-uncap,1.1,38.00187110900879,14.57915306091309,10.954666137695312
mig,1.1,62.386417388916016,8.543038368225098,4.207849502563477
mps-uncap,1.2,38.12718391418457,16.337156295776367,12.033939361572262
mig,1.2,62.22248077392578,8.617877960205078,4.237890243530273
mps-uncap,1.3,40.68589210510254,14.03098106384278,13.0657434463501
mig,1.3,63.64812850952148,8.83011817932129,4.282474517822266
