mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,75.02737045288092,22.840929031372067,26.873755455017093
mig,0.6,194.2756175994873,27.54068374633789,12.727832794189455
mps-uncap,0.7,75.60582160949708,34.145450592041016,126.28493309020999
mig,0.7,230.03413677215576,34.455084800720215,17.31352806091309
mps-uncap,0.8,89.07825946807863,42.13204383850098,316.7686462402344
mig,0.8,404.7792911529541,42.54472255706787,21.97444438934326
mps-uncap,0.9,102.80623435974121,49.59678649902344,15643.410921096802
mig,0.9,1005.873417854309,129.78851795196542,40.60482978820801
mps-uncap,1.0,127.57802009582522,135.78104972839353,26856.10866546631
mig,1.0,2194.7542667388916,1934.0260028839111,470.6287860870362
mps-uncap,1.1,130.4832935333252,5967.107582092285,33087.8623008728
mig,1.1,6521.384000778198,6305.287432670593,5610.658645629882
mps-uncap,1.2,184.55862998962402,14862.466096878052,39047.67785072326
mig,1.2,15571.55466079712,14065.577030181885,13716.97235107422
mps-uncap,1.3,283.3867073059082,18169.485139846813,43341.50218963623
mig,1.3,17781.295919418335,17904.744720458984,17798.2027053833
