mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.6,38.81120681762695,8.202791213989258,9.122014045715332
mig,0.6,91.2008285522461,12.348771095275879,5.759477615356445
mps-uncap,0.7,37.59288787841797,9.759664535522461,25.786161422729492
mig,0.7,107.2005033493042,14.374136924743652,7.296562194824219
mps-uncap,0.8,40.50004482269287,13.228893280029297,112.46895790100098
mig,0.8,160.52281856536865,17.855525016784668,8.744359016418457
mps-uncap,0.9,46.00715637207031,15.418529510498047,9035.918712615967
mig,0.9,243.36838722229004,39.76786136627197,14.885187149047852
mps-uncap,1.0,58.57062339782715,34.66010093688965,14764.728546142578
mig,1.0,819.0232515335083,634.8252296447754,186.55681610107422
mps-uncap,1.1,58.78746509552002,3536.8138551712036,17889.65678215027
mig,1.1,4719.441175460815,3697.595000267029,3137.354612350464
mps-uncap,1.2,67.62576103210449,7664.191961288452,20655.45153617859
mig,1.2,6875.479221343994,7533.924102783203,7533.3356857299805
mps-uncap,1.3,107.47146606445312,9150.113105773926,22747.16055393219
mig,1.3,9613.583087921143,9892.667770385742,10050.147533416748
