mode,load,0_resnet50-32,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,1.0,18.03421974182129,4.112005233764648,2.163410186767578
mig,1.0,25.72464942932129,4.921913146972656,5.075931549072266
