mode,load,0_resnet50-32,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,1.0,19.57545280456543,11.757278442382814,9.874248504638674
mig,1.0,27.118349075317383,5.317926406860352,5.489826202392578
