mode,load,0_resnet50-32,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,1.0,1671.4093683638093,965.4820377884781,1204.3924355908177
mig,1.0,1197.298613817575,1551.5822914655923,1503.3454744016983
