mode,load,0_resnet50-32,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,1.0,30.15589714050293,21.851778030395508,21.01612091064453
mig,1.0,32.4709415435791,11.28530502319336,13.222694396972656
