mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,1.0,9425.161175449639,4762.79525436851,363.6604609114222
mig,1.0,6404.175255798614,4532.276062296559,543.6420756509151
